[2018-05-25 22:52:48,739][dataoptions][11856][INFO][cityOfJob():104]## 统计Linux的城市分布信息
[2018-05-25 22:52:48,739][dataoptions][11856][INFO][cityOfJob():104]## 统计大数据的城市分布信息
[2018-05-25 22:52:50,676][draw][11856][INFO][compare():133]## 比较Linux和Web
[2018-05-25 22:52:50,676][dataoptions][11856][INFO][compress():142]## 比较Linux和Web
[2018-05-25 22:52:50,676][dataoptions][11856][INFO][cityOfJob():104]## 统计Linux的城市分布信息
[2018-05-25 22:52:50,676][dataoptions][11856][INFO][cityOfJob():104]## 统计Web的城市分布信息
[2018-05-25 22:52:55,680][draw][11856][INFO][compare():133]## 比较区块链和Web
[2018-05-25 22:52:55,680][dataoptions][11856][INFO][compress():142]## 比较区块链和Web
[2018-05-25 22:52:55,680][dataoptions][11856][INFO][cityOfJob():104]## 统计区块链的城市分布信息
[2018-05-25 22:52:55,696][dataoptions][11856][INFO][cityOfJob():104]## 统计Web的城市分布信息
[2018-05-25 22:52:59,164][draw][11856][INFO][compare():133]## 比较大数据和Web
[2018-05-25 22:52:59,164][dataoptions][11856][INFO][compress():142]## 比较大数据和Web
[2018-05-25 22:52:59,164][dataoptions][11856][INFO][cityOfJob():104]## 统计大数据的城市分布信息
[2018-05-25 22:52:59,164][dataoptions][11856][INFO][cityOfJob():104]## 统计Web的城市分布信息
[2018-05-25 22:53:01,743][draw][11856][INFO][compare():133]## 比较HTML5和Web
[2018-05-25 22:53:01,743][dataoptions][11856][INFO][compress():142]## 比较HTML5和Web
[2018-05-25 22:53:01,743][dataoptions][11856][INFO][cityOfJob():104]## 统计HTML5的城市分布信息
[2018-05-25 22:53:01,743][dataoptions][11856][INFO][cityOfJob():104]## 统计Web的城市分布信息
[2018-05-25 22:53:03,618][draw][11856][INFO][compare():133]## 比较HTML5和HTML5
[2018-05-25 22:53:03,618][dataoptions][11856][INFO][compress():142]## 比较HTML5和HTML5
[2018-05-25 22:53:03,618][dataoptions][11856][INFO][cityOfJob():104]## 统计HTML5的城市分布信息
[2018-05-25 22:53:03,618][dataoptions][11856][INFO][cityOfJob():104]## 统计HTML5的城市分布信息
[2018-05-25 22:53:05,618][draw][11856][INFO][compare():133]## 比较HTML5和.NET
[2018-05-25 22:53:05,618][dataoptions][11856][INFO][compress():142]## 比较HTML5和.NET
[2018-05-25 22:53:05,618][dataoptions][11856][INFO][cityOfJob():104]## 统计HTML5的城市分布信息
[2018-05-25 22:53:05,618][dataoptions][11856][INFO][cityOfJob():104]## 统计.NET的城市分布信息
[2018-05-25 22:53:11,682][draw][11856][INFO][compare():133]## 比较Web和.NET
[2018-05-25 22:53:11,682][dataoptions][11856][INFO][compress():142]## 比较Web和.NET
[2018-05-25 22:53:11,682][dataoptions][11856][INFO][cityOfJob():104]## 统计Web的城市分布信息
[2018-05-25 22:53:11,682][dataoptions][11856][INFO][cityOfJob():104]## 统计.NET的城市分布信息
[2018-05-25 22:53:13,666][draw][11856][INFO][compare():133]## 比较Linux和.NET
[2018-05-25 22:53:13,666][dataoptions][11856][INFO][compress():142]## 比较Linux和.NET
[2018-05-25 22:53:13,666][dataoptions][11856][INFO][cityOfJob():104]## 统计Linux的城市分布信息
[2018-05-25 22:53:13,666][dataoptions][11856][INFO][cityOfJob():104]## 统计.NET的城市分布信息
[2018-05-25 22:53:15,619][draw][11856][INFO][compare():133]## 比较C#和.NET
[2018-05-25 22:53:15,619][dataoptions][11856][INFO][compress():142]## 比较C#和.NET
[2018-05-25 22:53:15,619][dataoptions][11856][INFO][cityOfJob():104]## 统计C#的城市分布信息
[2018-05-25 22:53:15,619][dataoptions][11856][INFO][cityOfJob():104]## 统计.NET的城市分布信息
[2018-05-25 22:53:17,854][draw][11856][INFO][compare():133]## 比较Python和.NET
[2018-05-25 22:53:17,854][dataoptions][11856][INFO][compress():142]## 比较Python和.NET
[2018-05-25 22:53:17,854][dataoptions][11856][INFO][cityOfJob():104]## 统计Python的城市分布信息
[2018-05-25 22:53:17,869][dataoptions][11856][INFO][cityOfJob():104]## 统计.NET的城市分布信息
[2018-05-25 22:53:19,822][draw][11856][INFO][compare():133]## 比较C/C++和.NET
[2018-05-25 22:53:19,822][dataoptions][11856][INFO][compress():142]## 比较C/C++和.NET
[2018-05-25 22:53:19,822][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:19,822][dataoptions][11856][INFO][cityOfJob():104]## 统计.NET的城市分布信息
[2018-05-25 22:53:21,885][draw][11856][INFO][compare():133]## 比较C/C++和C#
[2018-05-25 22:53:21,885][dataoptions][11856][INFO][compress():142]## 比较C/C++和C#
[2018-05-25 22:53:21,901][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:21,901][dataoptions][11856][INFO][cityOfJob():104]## 统计C#的城市分布信息
[2018-05-25 22:53:23,901][draw][11856][INFO][compare():133]## 比较C/C++和Python
[2018-05-25 22:53:23,901][dataoptions][11856][INFO][compress():142]## 比较C/C++和Python
[2018-05-25 22:53:23,901][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:23,901][dataoptions][11856][INFO][cityOfJob():104]## 统计Python的城市分布信息
[2018-05-25 22:53:25,666][draw][11856][INFO][compare():133]## 比较C/C++和C/C++
[2018-05-25 22:53:25,666][dataoptions][11856][INFO][compress():142]## 比较C/C++和C/C++
[2018-05-25 22:53:25,666][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:25,666][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:27,479][draw][11856][INFO][compare():133]## 比较C/C++和C/C++
[2018-05-25 22:53:27,479][dataoptions][11856][INFO][compress():142]## 比较C/C++和C/C++
[2018-05-25 22:53:27,479][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:27,479][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:28,619][draw][11856][INFO][compare():133]## 比较C/C++和Python
[2018-05-25 22:53:28,619][dataoptions][11856][INFO][compress():142]## 比较C/C++和Python
[2018-05-25 22:53:28,619][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:28,619][dataoptions][11856][INFO][cityOfJob():104]## 统计Python的城市分布信息
[2018-05-25 22:53:30,510][draw][11856][INFO][compare():133]## 比较C/C++和区块链
[2018-05-25 22:53:30,510][dataoptions][11856][INFO][compress():142]## 比较C/C++和区块链
[2018-05-25 22:53:30,510][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:30,526][dataoptions][11856][INFO][cityOfJob():104]## 统计区块链的城市分布信息
[2018-05-25 22:53:32,369][draw][11856][INFO][compare():133]## 比较C/C++和Linux
[2018-05-25 22:53:32,369][dataoptions][11856][INFO][compress():142]## 比较C/C++和Linux
[2018-05-25 22:53:32,369][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:32,369][dataoptions][11856][INFO][cityOfJob():104]## 统计Linux的城市分布信息
[2018-05-25 22:53:33,932][draw][11856][INFO][compare():133]## 比较C/C++和大数据
[2018-05-25 22:53:33,932][dataoptions][11856][INFO][compress():142]## 比较C/C++和大数据
[2018-05-25 22:53:33,932][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:33,932][dataoptions][11856][INFO][cityOfJob():104]## 统计大数据的城市分布信息
[2018-05-25 22:53:35,432][draw][11856][INFO][compare():133]## 比较C/C++和区块链
[2018-05-25 22:53:35,432][dataoptions][11856][INFO][compress():142]## 比较C/C++和区块链
[2018-05-25 22:53:35,432][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:35,447][dataoptions][11856][INFO][cityOfJob():104]## 统计区块链的城市分布信息
[2018-05-25 22:53:37,885][draw][11856][INFO][compare():133]## 比较C/C++和数据库
[2018-05-25 22:53:37,885][dataoptions][11856][INFO][compress():142]## 比较C/C++和数据库
[2018-05-25 22:53:37,885][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:37,885][dataoptions][11856][INFO][cityOfJob():104]## 统计数据库的城市分布信息
[2018-05-25 22:53:39,682][draw][11856][INFO][compare():133]## 比较C/C++和Web
[2018-05-25 22:53:39,682][dataoptions][11856][INFO][compress():142]## 比较C/C++和Web
[2018-05-25 22:53:39,682][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:39,682][dataoptions][11856][INFO][cityOfJob():104]## 统计Web的城市分布信息
[2018-05-25 22:53:41,809][draw][11856][INFO][compare():133]## 比较C/C++和HTML5
[2018-05-25 22:53:41,809][dataoptions][11856][INFO][compress():142]## 比较C/C++和HTML5
[2018-05-25 22:53:41,809][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:41,809][dataoptions][11856][INFO][cityOfJob():104]## 统计HTML5的城市分布信息
[2018-05-25 22:53:43,716][draw][11856][INFO][compare():133]## 比较C/C++和Linux
[2018-05-25 22:53:43,716][dataoptions][11856][INFO][compress():142]## 比较C/C++和Linux
[2018-05-25 22:53:43,716][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:43,716][dataoptions][11856][INFO][cityOfJob():104]## 统计Linux的城市分布信息
[2018-05-25 22:53:45,762][draw][11856][INFO][compare():133]## 比较C/C++和HTML5
[2018-05-25 22:53:45,762][dataoptions][11856][INFO][compress():142]## 比较C/C++和HTML5
[2018-05-25 22:53:45,762][dataoptions][11856][INFO][cityOfJob():104]## 统计C/C++的城市分布信息
[2018-05-25 22:53:45,762][dataoptions][11856][INFO][cityOfJob():104]## 统计HTML5的城市分布信息
[2018-05-25 22:53:50,294][draw][11856][INFO][reDraw():279]## 重绘
[2018-05-25 22:53:50,294][draw][11856][INFO][cityCountOfjob():193]## 绘制Python的招聘情况柱状图
[2018-05-25 22:53:50,294][dataoptions][11856][INFO][cityOfJob():104]## 统计Python的城市分布信息
[2018-05-25 22:53:50,544][draw][11856][INFO][cityCountOfjob_pie():207]## 绘制Python的城市分布饼图
[2018-05-25 22:53:50,544][dataoptions][11856][INFO][cityOfJob():104]## 统计Python的城市分布信息
[2018-05-25 22:53:51,794][draw][11856][INFO][reDraw():279]## 重绘
[2018-05-25 22:53:51,794][draw][11856][INFO][cityCountOfjob():193]## 绘制大数据的招聘情况柱状图
[2018-05-25 22:53:51,794][dataoptions][11856][INFO][cityOfJob():104]## 统计大数据的城市分布信息
[2018-05-25 22:53:51,981][draw][11856][INFO][cityCountOfjob_pie():207]## 绘制大数据的城市分布饼图
[2018-05-25 22:53:51,981][dataoptions][11856][INFO][cityOfJob():104]## 统计大数据的城市分布信息
[2018-05-25 22:53:52,637][draw][11856][INFO][echoRadiobutton():109]## 回应单选按钮
[2018-05-25 22:53:52,637][draw][11856][INFO][allCity_pie():249]## 绘制城市职位概总饼图
[2018-05-25 22:53:52,637][dataoptions][11856][INFO][getJobInCity():95]## 统计所有职位分布
[2018-05-25 22:53:52,794][draw][11856][INFO][allJobs_pie():264]## 绘制职位信息概总饼图
[2018-05-25 22:53:52,794][dataoptions][11856][INFO][getAllJobNum():108]## 统计所有职位量
[2018-05-25 22:53:53,872][draw][11856][INFO][reDraw():279]## 重绘
[2018-05-25 22:53:53,872][draw][11856][INFO][jobsCountInCity():221]## 绘制武汉职位分布柱状图
[2018-05-25 22:53:53,872][dataoptions][11856][INFO][jobsInCity():138]## 统计武汉的招聘情况
[2018-05-25 22:53:54,075][draw][11856][INFO][jobsCountInCity_pie():234]## 绘制武汉职位信息饼图
[2018-05-25 22:53:54,075][dataoptions][11856][INFO][jobsInCity():138]## 统计武汉的招聘情况
[2018-05-25 22:53:56,966][draw][11856][INFO][reDraw():279]## 重绘
[2018-05-25 22:53:56,966][draw][11856][INFO][jobsCountInCity():221]## 绘制武汉职位分布柱状图
[2018-05-25 22:53:56,966][dataoptions][11856][INFO][jobsInCity():138]## 统计武汉的招聘情况
[2018-05-25 22:53:57,137][draw][11856][INFO][jobsCountInCity_pie():234]## 绘制武汉职位信息饼图
[2018-05-25 22:53:57,137][dataoptions][11856][INFO][jobsInCity():138]## 统计武汉的招聘情况
